1     -0.39199855E+0001
50     -0.39191056E+0001
100     -0.39189335E+0001
150     -0.39187117E+0001
200     -0.39186149E+0001
250     -0.39184479E+0001
300     -0.39180221E+0001
350     -0.39176818E+0001
400     -0.39175474E+0001
450     -0.39173866E+0001
500     -0.39177051E+0001
550     -0.39177086E+0001
600     -0.39173770E+0001
650     -0.39170419E+0001
700     -0.39166808E+0001
750     -0.39162070E+0001
800     -0.39159106E+0001
850     -0.39154607E+0001
900     -0.39150484E+0001
950     -0.39147447E+0001
1000     -0.39143419E+0001
1050     -0.39138139E+0001
1100     -0.39133662E+0001
1150     -0.39130659E+0001
1200     -0.39127183E+0001
1250     -0.39122425E+0001
1300     -0.39116900E+0001
1350     -0.39113601E+0001
1400     -0.39110924E+0001
1450     -0.39107118E+0001
1500     -0.39101482E+0001
1550     -0.39096716E+0001
1600     -0.39090367E+0001
1650     -0.39083902E+0001
1700     -0.39082036E+0001
1750     -0.39080599E+0001
1800     -0.39075370E+0001
1850     -0.39068595E+0001
1900     -0.39064565E+0001
1950     -0.39061322E+0001
2000     -0.39055420E+0001
2050     -0.39048886E+0001
2100     -0.39041182E+0001
2150     -0.39034058E+0001
2200     -0.39027820E+0001
2250     -0.39019904E+0001
2300     -0.39012188E+0001
2350     -0.39004461E+0001
2400     -0.38996699E+0001
2450     -0.38988354E+0001
2500     -0.38982862E+0001
2550     -0.38981068E+0001
2600     -0.38975334E+0001
2650     -0.38966723E+0001
2700     -0.38956859E+0001
2750     -0.38949844E+0001
2800     -0.38940848E+0001
2850     -0.38929204E+0001
2900     -0.38916027E+0001
2950     -0.38902611E+0001
3000     -0.38891638E+0001
3050     -0.38881170E+0001
3100     -0.38868831E+0001
3150     -0.38871256E+0001
3200     -0.38858222E+0001
3201     -0.38860326E+0001
3250     -0.38911426E+0001
3300     -0.38899884E+0001
3350     -0.38888737E+0001
3400     -0.38877722E+0001
3450     -0.38867811E+0001
3500     -0.38856413E+0001
3550     -0.38844414E+0001
3600     -0.38831745E+0001
3650     -0.38822283E+0001
3700     -0.38812681E+0001
3750     -0.38800308E+0001
3800     -0.38784178E+0001
3850     -0.38768083E+0001
3900     -0.38753279E+0001
3950     -0.38737981E+0001
4000     -0.38719842E+0001
4050     -0.38706056E+0001
4100     -0.38691715E+0001
4150     -0.38673579E+0001
4200     -0.38655093E+0001
4250     -0.38637636E+0001
4300     -0.38622698E+0001
4350     -0.38612212E+0001
4400     -0.38596771E+0001
4450     -0.38573778E+0001
4500     -0.38546016E+0001
4550     -0.38524847E+0001
4600     -0.38502893E+0001
4650     -0.38477598E+0001
4700     -0.38451918E+0001
4750     -0.38427743E+0001
4800     -0.38404251E+0001
4850     -0.38379696E+0001
4900     -0.38355409E+0001
4950     -0.38332518E+0001
5000     -0.38309626E+0001
5050     -0.38287506E+0001
5100     -0.38262354E+0001
5150     -0.38241540E+0001
5200     -0.38218618E+0001
5250     -0.38196443E+0001
5300     -0.38174928E+0001
5350     -0.38152447E+0001
5400     -0.38132915E+0001
5450     -0.38120143E+0001
5500     -0.38101194E+0001
5550     -0.38079510E+0001
5600     -0.38055712E+0001
5650     -0.38029322E+0001
5700     -0.38005125E+0001
5750     -0.37982732E+0001
5800     -0.37960117E+0001
5850     -0.37937116E+0001
5900     -0.37914642E+0001
5950     -0.37891084E+0001
6000     -0.37868200E+0001
6050     -0.37845440E+0001
6100     -0.37823340E+0001
6150     -0.37802949E+0001
6200     -0.37783148E+0001
6250     -0.37764541E+0001
6300     -0.37749757E+0001
6350     -0.37731998E+0001
6400     -0.37715690E+0001
6401     -0.37717871E+0001
6450     -0.37770577E+0001
6500     -0.37750314E+0001
6550     -0.37731703E+0001
6600     -0.37714498E+0001
6650     -0.37689958E+0001
6700     -0.37666122E+0001
6750     -0.37645613E+0001
6800     -0.37625939E+0001
6850     -0.37611740E+0001
6900     -0.37598465E+0001
6950     -0.37580999E+0001
7000     -0.37563987E+0001
7050     -0.37544420E+0001
7100     -0.37526850E+0001
7150     -0.37511080E+0001
7200     -0.37496993E+0001
7250     -0.37481782E+0001
7300     -0.37465613E+0001
